name,provider_id,type,region,state,address,phone,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date
CANTLAY HOUSE,55G457,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"14160 CANTLAY STREET
VAN NUYS, CA 91405",818 989-3334,2003-03-22,6,No,For Profit,,
WALKER HOUSE,55G458,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25084 TULIP AVENUE
LOMA LINDA, CA 92354",909 370-3996,2003-01-31,6,No,For Profit,,
BELLE ICF,55G459,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4612 BELLE DRIVE
ANTIOCH, CA 94509",925 706-8130,2003-03-27,6,No,Government,,
DOWNEY ADULT HOME CARE,55G460,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7943 7TH STREET
DOWNEY, CA 90241",562 923-2454,2003-03-26,6,No,For Profit,Vol-Other,2012-04-01
LENA'S HOUSE,55G461,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1075 MERIDIAN STREET
HOLLISTER, CA 95023",831 638-2137,2003-04-15,6,No,For Profit,"Vol-Merg, Close",2017-03-29
RCN PEDIATRIC CARE III,55G463,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1429 GREENBERRY DRIVE
LA PUENTE, CA 91744",626 917-9385,2003-04-28,6,No,For Profit,"Vol-Merg, Close",2017-08-05
UCP WHITE OAK,55G464,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9205 WHITE OAK AVENUE
NORTHRIDGE, CA 91325",818 727-1067,2003-05-30,6,No,Non-Profit,,
CHRISTOPHER HIGHLAND RANCH,55G465,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1461 E HIGHLAND AVENUE
REDLANDS, CA 92374",909 335-3054,2003-04-30,6,No,Government,Vol-Other,2021-04-16
PERLITA HOUSE,55G466,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2627 PERLITA COURT
HAYWARD, CA 94541",510 889-9179,2003-06-02,6,No,For Profit,,
ROSEWOOD HOME ICF/DDH,55G467,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"138 ROSEWOOD WAY
SOUTH SAN FRANCISCO, CA 94080",650 583-3503,2003-06-11,6,No,For Profit,,
SUSAN MANOR ICF/DD-H,55G468,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3271 SUSAN DRIVE
SAN BRUNO, CA 94066",650 359-7865,2003-03-07,6,No,For Profit,,
AMBER HOME,55G469,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"305 CARLSON COURT
VISTA, CA 92083",760 631-1527,2003-06-19,6,No,For Profit,,
CASA #4,55G470,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1339 MONTE VERDE AVE
UPLAND, CA 91786",909 949-6202,2003-05-15,6,No,For Profit,,
CANYON SPRINGS - ICF/IID,55G471,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"69696 RAMON ROAD
CATHEDRAL CITY, CA 92234",760 770-6200,2003-04-04,63,No,Government,,
DAVIS HOUSE,55G472,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11751 DAVIS STREET
MORENO VALLEY, CA 92557",951 601-6686,2003-06-10,6,No,For Profit,,
HAPPY VALLEY #6,55G474,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2885 LANE DRIVE
CONCORD, CA 94518",925 930-0928,2003-06-25,6,No,For Profit,,
BOULDER HOME,55G476,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"840 WEST 6TH STREET
ONTARIO, CA 91762",909 947-3761,2003-07-08,6,No,Non-Profit,,
ALLEN-FLORER FAMILY HOME - WHEELER,55G478,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5704 N WHEELER
FRESNO, CA 93702",559 905-6583,2003-08-15,6,No,Government,,
SUNBURST CARE CENTER #3,55G479,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"16518 TUPPER STREET
NORTH HILLS, CA 91343",818 831-0625,2003-09-11,6,No,Non-Profit,,
LEWIS HOUSE,55G480,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6955 PORTAGE ROAD
DUBLIN, CA 94568",925 479-0588,2003-10-24,6,No,Non-Profit,,
CAMEO ICF/DDH HOME,55G481,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"865 ALTA LOMA DRIVE
SOUTH SAN FRANCISCO, CA 94080",650 921-2769,2003-11-07,6,No,For Profit,,
SHINRAI-ARAM,55G482,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2492 ARAM AVENUE
SAN JOSE, CA 95128",408 298-5205,2003-11-14,6,No,For Profit,,
ROBIN DALE HOME,55G483,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"23052 DUNE MEAR ROAD
LAKE FOREST, CA 92630",949 380-1268,2003-12-01,6,No,Non-Profit,,
DWC HOME CARE,55G484,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"15340 MANZANARES ROAD
LA MIRADA, CA 90638",562 947-2802,2003-12-26,6,No,For Profit,,
BEAR CREEK ICF,55G485,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4617 EAST BEAR CREEK ROAD
LODI, CA 95240",209 369-5913,2003-12-31,6,No,For Profit,,
LONIKA'S HOME,55G486,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24371 SPARTAN STREET
MISSION VIEJO, CA 92691",949 583-7572,2004-01-09,6,No,Non-Profit,,
DOUG'S HOME,55G487,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3961 WALNUT AVE
CHINO, CA 91710",909 364-9449,2003-12-04,6,No,For Profit,Invol-Fail Req,2014-12-13
DELHAVEN COMMUNITY HOME,55G489,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"18284 BARROSO STREET
ROWLAND HEIGHTS, CA 91748",626 839-9891,2004-03-15,6,No,Government,,
DOWNEY ADULT HOME CARE III,55G490,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7446 MULLER STREET
DOWNEY, CA 90241",310 327-3237,2004-03-16,6,No,For Profit,Vol-Other,2012-04-05
SAN JUAN ICF,55G491,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3117 SAN JUAN COURT
ANTIOCH, CA 94509",925 755-3447,2004-02-02,6,No,Government,,
J & M'S ICF/DDH HOME,55G492,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1905 AMBERWOOD COURT
STOCKTON, CA 95207",209 952-3833,2004-04-29,6,No,Non-Profit,,
RUUS HOME ICF/DD-H,55G493,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"27489 PORTSMOUTH AVENUE
HAYWARD, CA 94545",510 887-6677,2004-07-22,6,No,For Profit,,
CONNIE'S ICF/DDH,55G494,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"237 KENT PLACE
SAN RAMON, CA 94583",925 829-1938,2004-09-01,6,No,Government,,
UCP MISSION,55G495,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"18509 SAN FERNANDO MISSION RD
NORTHRIDGE, CA 91326",818 366-2483,2004-09-03,6,No,Government,,
EMERALD VILLAGE,55G496,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1762 STORRS PLACE
POMONA, CA 91766",909 868-0408,2004-08-31,5,No,For Profit,,
AMERICAN STAR HOME II ICF/DD-N,55G497,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5102 SIMS MOUNTAIN COURT
ANTIOCH, CA 94531",925 111-1111,2004-10-07,6,No,Government,,
OUR HOUSE WESTBERRY,55G498,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2701 WESTGATE
MADERA, CA 93638",559 673-1566,2004-09-17,6,No,For Profit,,
"BERKSHIRE MANOR, INC",55G499,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2820 BERKSHIRE DRIVE
SAN BRUNO, CA 94066",650 873-8887,2004-10-07,6,No,Government,,
PRIMARY RELIANCE - VICTORIA HOUSE,55G500,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2145 VICTORIA WAY
POMONA, CA 91767",909 622-1153,2004-10-21,6,No,For Profit,"Vol-Merg, Close",2011-02-15
DISCOVERING HORIZONS-BALBOA HOUSE,55G501,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8903 BALBOA BLVD
NORTHRIDGE, CA 91324",818 894-9301,2004-10-26,6,No,Non-Profit,,
"INDEPENDENT OPTIONS, INC - HARBOR VILLAGE V",55G502,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2541 SANTA CATALINA #108
COSTA MESA, CA 92626",714 556-2857,2004-10-26,6,No,Non-Profit,,
VALVERDE,55G503,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7600 VANALDEN AVENUE
RESEDA, CA 91335",818 342-3826,2004-11-18,12,No,Non-Profit,,
STANWIN HOME,55G504,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9580 STANWIN AVENUE
ARLETA, CA 91331",818 667-0681,2004-11-30,6,No,For Profit,,
THE OLIVE LEAF,55G505,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"19133 INGOMAR STREET
RESEDA, CA 91335",818 360-3317,2004-12-21,6,No,Non-Profit,,
"INDEPENDENT OPTIONS, INC - HARBOR VILLAGE VI",55G506,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2541 SANTA CATALINA #105
COSTA MESA, CA 92626",714 556-2386,2005-01-11,6,No,Non-Profit,,
ROUNDTREE HOME,55G507,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4868 ROUNDTREE DRIVE
CAMPBELL, CA 95008",408 871-9888,2004-12-16,6,No,For Profit,,
SHIRLEY'S ICF/DD-H #4,55G509,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3507 ADMIRAL DRIVE
STOCKTON, CA 95209",209 952-3189,2005-01-28,6,No,Government,,
CARING CONCERN RESIDENTIAL HOMES INC - NEATH,55G510,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9002 NEATH ST
VENTURA, CA 93004",805 647-5385,2005-01-11,6,No,For Profit,,
LIGHTHOUSE ICF/DD-N,55G511,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"17001 SAGA DRIVE
YORBA LINDA, CA 92886",714 223-1220,2005-02-01,6,No,For Profit,,
WOODLAWN PARK,55G512,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3898 WOODLAWN
LYNWOOD, CA 90262",310 631-6122,2005-03-03,6,No,For Profit,"Vol-Merg, Close",2011-12-28
TLC COMMUNITY HOUSE,55G513,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"23710 COMMUNITY ST
WEST HILLS, CA 91304",818 884-1677,2005-03-09,6,No,Non-Profit,,
DOWNEY ADULT HOME CARE II,55G514,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10247 WILEY BURKE AVENUE
DOWNEY, CA 90241",562 928-7716,2005-03-15,6,No,For Profit,Vol-Other,2012-04-05
DIAMOND GARDEN,55G515,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"15319 SPINNING AVENUE
GARDENA, CA 90249",310 768-8750,2005-04-04,6,No,For Profit,,
NEAL'S HOME,55G516,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25247 CALAROGA AVENUE
HAYWARD, CA 94545",510 782-3448,2005-04-25,6,No,For Profit,,
TUPAZ HOME #11,55G517,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1850 POTRERO DRIVE
SAN JOSE, CA 95124",408 266-2461,2005-05-20,6,No,For Profit,,
KELLY & SCOTT'S CARE HOME INC #2,55G518,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1324 5TH PLACE
DELANO, CA 93215",661 725-5518,2005-07-01,6,No,For Profit,,
BONAVENTE ICF/DD-N HOME,55G519,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6404 N CORNELIA AVE
FRESNO, CA 93722",559 271-5245,2005-04-15,6,No,For Profit,Invol-Fail Req,2015-07-12
MARCIES MANOR III ICF,55G520,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1528 VENETIAN DR
STOCKTON, CA 95207",209 952-6122,2005-07-13,6,No,For Profit,"Vol-Merg, Close",2018-04-27
TRI-ELIZABETH HOMES IV,55G521,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"207 N BEL AIR STREET
ANAHEIM, CA 92801",714 828-8373,2005-08-22,6,No,Government,,
LONIKA HOME - APHENA,55G522,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24336 APHENA AVENUE
MISSION VIEJO, CA 92691",949 916-4268,2005-08-25,6,No,Non-Profit,,
ANDRU HOME,55G523,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"311 DEL FLORA STREET
OCEANSIDE, CA 92054",760 439-1741,2005-08-31,6,No,For Profit,,
JUSTIN'S HOME,55G524,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3262 SANTA ISABELLA COURT
UNION CITY, CA 94587",510 475-0264,2005-10-04,6,No,For Profit,,
LOMITA PLACE HOME ICF/DD-H,55G525,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1429 E LAMBDA PLACE
ANAHEIM, CA 92805",714 758-7716,2005-09-30,6,No,For Profit,,
RESEDA HORIZONS - SAN JOSE,55G526,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"17831 SAN JOSE STREET
GRANADA HILLS, CA 91344",818 894-9301,2005-10-13,6,No,Non-Profit,,
ST JOSEPH GARDENS,55G527,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5180 E BALCH
FRESNO, CA 93727",559 999-2030,2005-10-28,6,No,For Profit,,
ST THOMAS AQUINAS HOME,55G528,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"765 E YUCCA ST
OXNARD, CA 93033",805 488-0842,2005-12-15,6,No,For Profit,,
ARCHER 2 HOUSE,55G529,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"320 S ARCHER STREET
ANAHEIM, CA 92804",714 776-7610,2005-12-19,6,No,For Profit,,
CORINTHIAN CARE CENTER,55G531,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"18460 ALLENDALE AVENUE
SARATOGA, CA 95070",408 364-1916,2005-12-12,6,No,For Profit,,
"DUKE FACILITIES, INC #3",55G532,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"403 GOYA DRIVE
STOCKTON, CA 95207",209 969-1576,2006-01-19,6,No,Government,,
TUPAZ HOME #12,55G533,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"18241 VANDERBILT DRIVE
SARATOGA, CA 95070",408 866-4590,2006-01-03,6,No,For Profit,,
KLAMATH HOME ICF DD-N,55G534,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5355 KLAMATH DRIVE
SACRAMENTO, CA 95842",916 332-1439,2006-02-03,6,No,For Profit,,
CORONEL HOME,55G535,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"23851 CORONEL DRIVE
MISSION VIEJO, CA 92691",949 305-3547,2006-02-27,6,No,For Profit,"Vol-Merg, Close",2018-12-19
MARIE'S PRIVATE QUARTERS #1,55G536,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2512 W 134TH PLACE
GARDENA, CA 90249",310 532-4288,2006-02-16,6,No,For Profit,Invol-Fail Req,2012-01-09
THE BRADFORD HOME ICF/DD-N,55G537,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"59 BRADFORD DRIVE
SOUTH SAN FRANCISCO, CA 94080",650 758-2722,2006-02-16,6,No,For Profit,,
TEMPLE GARDEN HOMES #5,55G538,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10202 GREEN STREET
TEMPLE CITY, CA 91780",626 453-3898,2006-03-06,6,No,Government,,
STEELE'S QUALITY LIVING,55G539,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"20015 ROAD 212
LINDSAY, CA 93247",559 568-1817,2006-04-03,6,No,For Profit,,
CHELSEA HOME CARE,55G540,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6122 S VICTORIA AVENUE
LOS ANGELES, CA 90043",323 759-7604,2006-05-04,6,No,For Profit,,
SANTA LUCIA,55G541,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11 MARSHALL WAY
VALLEJO, CA 94589",707 731-2747,2006-05-26,6,No,For Profit,,
ALMOND HOME ICF/DD-N,55G542,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2962 ALMOND DRIVE
SAN JOSE, CA 95148",408 274-8241,2006-05-18,6,No,For Profit,,
BECKER II HOME,55G543,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1756 SWANSTON WAY
SAN JOSE, CA 95132",408 347-8686,2006-08-08,6,No,For Profit,,
RETREAT FOR CHILDREN,55G544,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8339 CYPRESS COURT
DUBLIN, CA 94568",925 899-4778,2006-08-07,6,No,Non-Profit,,
JO-MI INTERMEDIATE CARE FAC/DEVELOPMENTALLY-NRSG,55G545,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2128 SHIRLEE
WEST COVINA, CA 91792",626 854-0670,2006-08-30,6,No,For Profit,,
BONAVENTE FREMONT HOME,55G546,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6429 N ELLENDALE AVENUE
FRESNO, CA 93722",559 271-9002,2006-09-19,6,No,For Profit,Invol-Fail Req,2015-07-31
YORKTOWN HOME,55G547,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1644 YORKTOWN ROAD
SAN MATEO, CA 94402",650 571-8697,2006-09-12,6,No,For Profit,Vol-Other,2016-05-30
ATLANTA HOUSE,55G548,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2204 S ATLANTA STREET
ANAHEIM, CA 92802",714 539-0696,2006-09-18,6,No,For Profit,,
NVDS- OAK MESA,55G549,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1476 OAK MESA DRIVE
REDDING, CA 96003",530 222-5633,2006-09-30,6,No,For Profit,,
SAVA HOME,55G550,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"263 AHMU TERRACE
VISTA, CA 92084",760 305-7052,2006-09-18,6,No,For Profit,,
CEDAR RIDGE HOUSE ICF/DD-N,55G551,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5241 CEDAR RIDGE WAY
ANTIOCH, CA 94531",925 757-1379,2006-08-10,6,No,Government,,
ISHER CARE HOME,55G552,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"860 W MAPLE STREET
ONTARIO, CA 91762",909 984-8720,2006-11-07,6,No,Non-Profit,,
ANGEL SPRING ICF/DDH HOME,55G553,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11417 183RD ST
ARTESIA, CA 90701",909 348-0444,2006-11-21,6,No,For Profit,"Vol-Merg, Close",2015-02-10
ALFRED AND ELAINE BARRACK HOME,55G554,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2244 EAST 4TH STREET
NATIONAL CITY, CA 91950",619 267-8400,2006-12-30,6,No,For Profit,,
TLC WOODLEY HOUSE,55G555,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8808 WOODLEY AVE
NORTH HILLS, CA 91343",818 892-9498,2006-11-27,5,No,Non-Profit,,
SUTTER HOUSE,55G556,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"711 RAYMOND STREET
COMPTON, CA 90222",310 635-5609,2006-11-27,6,No,Government,Vol-Other,2012-10-01
BAILEY CARE HOME 1,55G558,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9811 S DENKER
LOS ANGELES, CA 90047",323 920-4950,2007-01-16,6,No,For Profit,,
LORI'S HOME,55G559,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24402 APHENA AVENUE
MISSION VIEJO, CA 92691",949 283-5695,2007-01-26,6,No,For Profit,,
JAN & GAIL'S CARE HOME #6,55G560,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3345 WEST MONTE VISTA COURT
VISALIA, CA 93277",559 636-1822,2007-02-01,6,No,For Profit,,
BIENVENUE ICFDD-N,55G561,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"879 CHEROKEE DRIVE
LIVERMORE, CA 94551",925 449-9226,2007-02-15,6,No,Government,Invol-Agreement,2011-01-11
RADCLIFF HOME ICF/DD-N,55G562,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1211 RADCLIFF LANE
HAYWARD, CA 94545",510 782-5862,2007-03-23,6,No,For Profit,,
CK I,55G563,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"43111 LEMONWOOD DR
LANCASTER, CA 93536",661 722-7025,2007-03-15,6,No,For Profit,Vol-Risk Invol,2019-12-04
CK II,55G564,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2236 WEST AVENUE K-9
LANCASTER, CA 93536",661 722-7025,2007-03-15,6,No,For Profit,Invol-Fail Req,2011-08-24
WYNN HOUSE,55G565,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1581 HEARTLAND WAY
CORONA, CA 92881",951 273-7346,2006-12-28,6,No,Non-Profit,,
CEDAR HOUSE,55G566,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6384 NORTH TENTH STREET
FRESNO, CA 93710",559 438-8770,2007-03-13,6,No,For Profit,,
JTM HOME,55G567,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"81 ARLINGTON DRIVE
SOUTH SAN FRANCISCO, CA 94080",650 996-9198,2007-05-08,6,No,For Profit,,
ELIZABETH HOMES/6901 SAN PACO CIRCLE,55G568,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6901 SAN PACO CIRCLE
BUENA PARK, CA 90620",714 828-2512,2007-05-14,6,No,For Profit,"Vol-Merg, Close",2019-06-30
PACIFIC CARE HOMES II,55G569,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4458 N CHARLES
FRESNO, CA 93722",559 271-3431,2007-04-23,6,No,For Profit,"Vol-Merg, Close",2016-10-19
FRAULINE DRIVE,55G570,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1384 FRAULINE DRIVE
SAN DIEGO, CA 92154",619 575-2824,2007-05-18,6,No,For Profit,,
MARIA'S HOUSE,55G571,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6258 N CALLISCH AVE
FRESNO, CA 93710",559 322-7235,2007-06-04,6,No,Non-Profit,,
J AND P HOMES - SAN CAPISTRANO,55G572,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8472 SAN CAPISTRANO WAY
BUENA PARK, CA 90620",714 821-1731,2007-07-05,6,No,Government,,
STEELE'S VISIONS - HATCH,55G573,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1875 HATCH AVENUE
TULARE, CA 93274",559 920-8552,2007-07-11,6,No,For Profit,,
TAMARAND WAY,55G574,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1841 TAMARAND WAY
SAN DIEGO, CA 92154",619 423-1655,2007-05-22,6,No,For Profit,,
IONIAN STREET,55G575,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1805 IONIAN STREET
SAN DIEGO, CA 92154",619 429-1329,2007-07-16,6,No,For Profit,,
SOLIDUM CARE HOME ICFDD-N #1,55G576,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3522 OTTO DRIVE
STOCKTON, CA 95209",209 474-6785,2007-07-03,6,No,For Profit,,
