clean_owner,HFCISFacilityAddress,HFCISFacilityCity,HFCISFacilityCounty,HFCISFacilityID,HFCISFacilityName,HFCISFacilityZIPCode,HFCISNPINumber,HFCISFacilityProviderNumber,HFCISInitialLicenseDate
"Meridian Health Care Services, Inc.",2236 N 1st St,Fresno,FRESNO,630014777,SAINT JUDE MANOR,93703,1043614779,55G728,2015-06-22
"Therapeutic Living Centers for the Blind, Inc.",7927a Lindley Ave,Reseda,LOS ANGELES,960002366,TLC'S HILTON HOUSE,91335,1568672053,55G234,1998-12-09
JESSIE HOPKINS HINCHEE FOUNDATION,7174 Alameda Ave,Goleta,SANTA BARBARA,050000898,JESSICA HOUSE,93117,1073732897,05G723,1993-09-23
The H.E.L.P. Group - Project Six,9205 Valjean Ave,North Hills,LOS ANGELES,960001819,VALJEAN,91343,1720209042,55G302,1995-05-25
Jmar Homes Incorporated,7014 Shirley Ln,Bakersfield,KERN,120000838,NICHOLAS HOME,93307,1639294937,05G704,1993-04-19
"Gapasin Manor, Inc.",2451 Shropshire Drive,Stockton,SAN JOAQUIN,100001179,GAPASIN MANOR ICF DDN #1,95209,1568676492,05G703,1993-09-02
"Harmony Homes, Inc.",2597 E Paul Ave,Fresno,FRESNO,630002861,MY HOUSE,93710,1619353091,55G766,2005-04-16
"CRE Enterprise, Inc.",2601 Cottonwood Dr,San Bruno,SAN MATEO,220000928,COTTONWOOD HOME ICF/DDH,94066,1386784312,55G154,1997-05-08
"Harris Care Centers, Inc.",9802 Harriet Lane,Anaheim,ORANGE,060000082,HARRIET HOME,92804,1285722876,05G766,1984-04-11
Ability Pathways Incorporated,1894 Elm Ave,Loma Linda,SAN BERNARDINO,240001870,ELM DIVISION,92354,1891960365,55G425,2002-01-02
Mountain Shadows Support Group,8163 Laurel Park Cir,Riverside,RIVERSIDE,250001290,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-MAVERICK HOUSE,92509,1053436287,05G734,1994-02-07
"Therapeutic Living Centers for the Blind, Inc.",7927b Lindley Ave,Reseda,LOS ANGELES,960002370,TLC'S PEARLMAN HOUSE,91335,1285845719,55G235,1998-12-09
"Salem Christian Homes, Inc.",840 W 6th St,Ontario,SAN BERNARDINO,240001889,BOULDER HOME,91762,1073771226,55G476,2003-03-24
"Meridian Health Care Services, Inc.",5180 E Balch Ave,Fresno,FRESNO,630005961,ST. JOSEPH GARDENS,93727,1487703302,55G527,2005-08-31
"Woodland Residential Services, Inc.",1381 E. Gum Avenue,Woodland,YOLO,100001246,"WRS INC., GUM PROGRAM",95776,1922215896,05G768,1994-06-01
"Our House Residential Care, Inc.",501 Williams Ave,Madera,MADERA,040000782,OUR HOUSE WILLIAMS,93637,1346305893,05G637,1992-12-15
"Stone Bay Home ICF, LLC",9076 Stone Bay Court,Sacramento,SACRAMENTO,630013677,STONE BAY HOME ICF,95829,1538429253,55G693,2012-09-13
Mountain Shadows Support Group,7989 Halbrook Terrace,Riverside,RIVERSIDE,250000985,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-HALBROOK HOUSE,92509,1922123157,05G532,1991-06-03
Tupaz Homes LLC,1955 Patio Dr,San Jose,SANTA CLARA,070000789,TUPAZ HOME #3,95125,1922219476,55G748,1993-03-29
Valley Care Residential,1076 W Minarets Ave,Fresno,FRESNO,040000940,MINARETS HOUSE,93650,1609902949,05G853,1995-01-23
BrightSpring,1094 Sunset Dr,Arroyo Grande,SAN LUIS OBISPO,050000836,SUNSET COMMUNITY HOME,93420,1548396948,05G693,1993-07-21
"Angel Care Enterprises, Inc.",6996 Cole Ave,Highland,SAN BERNARDINO,240001831,COLE HOME,92346,1073640363,55G791,2001-01-30
"Carpenter Guest Homes, Inc.",3446 Pock Lane,Stockton,SAN JOAQUIN,100001641,ESTRELLA'S ICF/DD-H,95205,1316164379,55G319,1999-11-03
"Independent Options, Inc.",4728 Marblehead Bay Dr,Oceanside,SAN DIEGO,090001338,MARBLEHEAD HOUSE,92057,1851463483,55G217,1996-07-02
"Bradford Home, Inc.",59 Bradford Dr,South San Francisco,SAN MATEO,220001196,THE BRADFORD HOME ICF/DD-N,94080,1609082478,55G537,2004-08-28
BrightSpring,1841 Tamarand Way,San Diego,SAN DIEGO,630010889,TAMARAND WAY,92154,1154557577,55G574,2007-04-19
Jay Vallone,96 Tristan Circle,Sacramento,SACRAMENTO,100001513,QUALITY QUEST,95823,1043419971,55G114,
National Mentor Healthcare LLC,3701 Panorama Dr,Bakersfield,KERN,120000382,"LOYD'S LIBERTY HOMES, INC. - PANORAMA HOME",93306,1538375993,05G266,
"T.E.R.I., Inc.",1658 Montgomery Dr,Vista,SAN DIEGO,090000745,MONTGOMERY HOUSE,92084,1962488007,05G080,
"Angel View, Inc.",6889 Sunny Vista Rd # A,Joshua Tree,SAN BERNARDINO,240001519,WEINGART HOUSE,92252,1780721589,55G016,1996-08-01
Mountain Shadows Support Group,2067 W El Norte Pkwy,Escondido,SAN DIEGO,090000315,MOUNTAIN SHADOWS COMMUNITY HOMES - TANGELO,92026,1972628121,05G257,
Alleluia,405 W Hollywood Ct,Reedley,FRESNO,040001150,HOLLYWOOD HOME,93654,1598948036,55G058,1997-01-29
Exceptional Children's Foundation,11124 Fairbanks Way,Culver City,LOS ANGELES,630012363,FAIRBANKS HOUSE,90230,1730319070,55G649,2010-03-30
"Elizabeth G. Santos, Inc.",6051 San Ysidro Cir,Buena Park,ORANGE,060001611,ELIZABETH HOMES III,90620,1437241692,55G207,1998-06-09
"Solidum Care Homes, Inc.",2114 Cody Ct,Stockton,SAN JOAQUIN,630013067,SOLIDUM CARE HOME ICFDD-N #2,95209,1285821272,55G689,2011-09-21
BrightSpring,1948 Augusta Ln,Yuba City,SUTTER,230000560,RCCA - AUGUSTA LANE #2,95993,1215063136,05G916,1995-07-26
"Elgin Care Center, Inc.",820 Elgin Street,San Lorenzo,ALAMEDA,630015449,ELGIN CARE CENTER,94580,,,2015-03-04
The Arc of San Diego,2930 Helix St,Spring Valley,SAN DIEGO,090000138,HELIX,91977,1902088735,05G076,
Vernon Davidson &amp; Julie Davidson,1326 Brookdale Dr,Merced,MERCED,040000583,DAVIDSON ADULT HOME/BROOKDALE DRIVE,95340,1184811895,05G411,1989-10-17
"JANET'S ENTERPRISE, INC.",3465 Darren Pl,Highland,SAN BERNARDINO,240000125,HIGHLAND HOUSE,92346,1427694595,05G106,1984-02-10
"Janray Home, Inc.",15695 Hesse Dr,La Mirada,LOS ANGELES,630004921,JANRAY HOME II,90638,1114105970,55G582,2006-06-27
"Independent Options, Inc.",4614 Villa Woods Dr,Riverside,RIVERSIDE,250000116,VILLA WOODS HOUSE,92509,1851463483,05G153,
"Bethesda Lutheran Communities, Inc.",2146 Mitchell Ave,Clovis,FRESNO,040000645,BETHESDA LUTHERAN COMMUNITIES - MITCHELL,93611,1417010604,05G518,1991-04-29
"Lonika's Home, Inc.",24371 Spartan St,Mission Viejo,ORANGE,060002181,LONIKA'S HOME,92691,1457428427,55G486,2003-08-26
"B &amp; D Morgan, Inc.",306 Plum St,Exeter,TULARE,120001497,NEW HORIZONS 'PLUM',93221,1558499954,05G791,1994-06-21
"Salem Christian Homes, Inc.",12549 Jacaranda Pl,Chino,SAN BERNARDINO,630013071,JACARANDA HOME,91710,1487956793,55G681,2011-09-12
P &amp; A Steele Inc.,1120 W Vassar Ave,Visalia,TULARE,630011298,STEELE'S QUALITY LIVING - VASSAR,93277,1861643728,55G608,2008-03-06
"Duke Facilities, Inc.",2661 Otto Drive,Stockton,SAN JOAQUIN,100001505,"DUKE FACILITIES, INC. #1",95209,1700935509,55G165,1997-07-16
"Elizabeth G. Santos, Inc.",6172 San Lorenzo Dr,Buena Park,ORANGE,060001650,ELIZABETH HOMES - SAN LORENZO,90620,1437241692,55G277,1999-06-28
Mountain Shadows Support Group,8266 Miramar Cir,Riverside,RIVERSIDE,250001183,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-MIRAMAR HOUSE,92509,1154446383,05G663,1993-05-03
Home of Guiding Hands Corporation,8318 Rumson Dr,Santee,SAN DIEGO,090001512,RAY HOUSE,92071,1669434684,55G281,1999-06-24
United Care Homes,1160 Kinbrae Ave,Hacienda Heights,LOS ANGELES,960002063,UNITED CARE HOMES - KINBRAE,91745,1841344918,55G046,1996-08-27
"Noia Residential Services, Inc.",5555 N Maroa Ave,Fresno,FRESNO,040000307,CASA SAO JORGE,93704,1548313141,05G253,
Bernardino Ancheta,237 Kent Place,San Ramon,CONTRA COSTA,140001366,CONNIE'S ICF/DD-H,94583,1700917515,55G494,2004-05-10
"Downey Care Homes, Inc.",7943 7th St,Downey,LOS ANGELES,630013544,DOWNEY ADULT HOME CARE I,90241,1467660670,55G686,2012-04-02
Anthony and Josefina Kautzman,17741 Cortner Ave,Cerritos,LOS ANGELES,960001792,FELIZ HEALTH CARE CENTER,90703,1255415006,05G795,1994-06-13
D &amp; E Homes,6590 San Francisco Dr,Buena Park,ORANGE,060001627,ALL STATE HOME,90620,1861579468,55G278,1999-04-29
"CG Estepa Care Home 2, INC.",12800 Thornberg Way,Rancho Cordova,SACRAMENTO,630019260,"CG ESTEPA CARE HOME 2, INC",95742,1427692128,,2020-07-28
Najay Service Corporation,24909 Nogal St,Moreno Valley,RIVERSIDE,250000835,NEW IDEALS/NOGAL HOUSE,92553,1851476253,05G444,1990-03-28
Valley Care Residential,6384 N 10th St,Fresno,FRESNO,630010942,CEDAR HOUSE,93710,1598972622,55G566,2006-11-09
"Positive Directions, Inc.",2224 Quincy St,Delano,KERN,120000530,POSITIVE DIRECTIONS # 3,93215,1730302381,05G384,1989-07-21
Foothill Care Center,5311 N Calera Ave,Covina,LOS ANGELES,960001842,CALERA HOME,91722,1710108436,05G858,1995-02-08
"Brandt Group Homes, Inc.",5421 Harrison Street,North Highlands,SACRAMENTO,100000733,JEAN MARTIN HOME #1,95660,1548308281,05G294,1988-02-06
Mouri Management Group Incorporated,6335 Camino Verde Dr,San Jose,SANTA CLARA,070001028,SHINRAI - CAMINO VERDE,95119,1619002953,55G145,1997-03-26
Razavi Corporation,7979 La Mesa Blvd,La Mesa,SAN DIEGO,090000118,HILLDALE HABILITATION CENTER,91942,1073736427,05G028,1964-01-27
"Mother of Mercy Homes, Inc.",3845 S Morganfield Ave,West Covina,LOS ANGELES,630012569,OUR LADY OF MERCY HOME II,91792,1801173026,55G695,2010-09-16
James logan,3263 Flower St,Lynwood,LOS ANGELES,960001907,FAIRVIEW HOUSE,90262,1679794192,05G924,1995-07-12
AMD Alternative Care Services,3939 Meadowbrook Circle,Pittsburg,CONTRA COSTA,140001346,MEADOWBROOK CIRCLE ICF/DDH,94565,1013070036,55G238,2003-04-29
"Archwood Care, LLC",13245 Archwood Street,Van Nuys,LOS ANGELES,630016654,ARCHWOOD CARE,91401,1972964815,55G772,2017-12-15
Best Options Limited Liability CO.,2770 Cold Plains Dr,Hacienda Heights,LOS ANGELES,630017550,HACIENDA HEIGHTS COMMUNITY HOME,91745,,55G785,2019-02-15
New Horizons: Serving Individuals with Special Needs,15859 Parthenia St,North Hills,LOS ANGELES,960002043,PARTHENIA NORTH,91343,1124247333,05G994,1996-03-28
Barrow Home LLC,2225 Barrow Street,San Leandro,ALAMEDA,020001156,BARROW ICF/DD-N,94577,1942296488,55G239,1998-12-10
Dumolin Service Corporation,4044 Sacramento Ave,Santa Rosa,SONOMA,010000598,SACRAMENTO HOUSE,95405,1902839962,05G570,1992-04-27
"Angel View, Inc.",66897 Cahuilla Ave,Desert Hot Springs,RIVERSIDE,250001635,THE JOHN FURBEE HOUSE,92240,1568509321,55G127,1997-08-09
Yolanda Ruiz,3937 Casanova Dr,San Mateo,SAN MATEO,220000932,CASA NOVA ICF/DDH,94403,1982876702,55G148,1997-05-07
Angela Niculescu,1200 Saint Elizabeth Ct,Concord,CONTRA COSTA,140001350,HAPPY VALLEY #5,94518,1033244108,55G256,1999-04-01
NUZON CORPORATION,24522 Quintana Dr,Mission Viejo,ORANGE,630011168,QUINTANA HOME,92691,1407002033,55G607,2007-08-02
"Bethesda Lutheran Communities, Inc.",25161 Hartog St,Laguna Hills,ORANGE,060000077,BETHESDA LUTHERAN COMMUNITIES - HARTOG,92653,1417010604,05G169,1985-02-14
"Frederick I. Hoskins, Inc.",2630 Dalemead St,Torrance,LOS ANGELES,960001679,PECK HOUSE,90505,1861618340,05G750,1993-10-15
The H.E.L.P. Group - Project Six,16020 Gresham St,North Hills,LOS ANGELES,960001550,LOMITA GROUP HOME,91343,1285722876,55G401,1993-01-14
A Broader Living Experience Dba Able,25 De Anza Way,San Rafael,MARIN,010000998,ABLE,94903,1528278371,05G679,
Roseline Tanglao,254 E 228th St,Carson,LOS ANGELES,960002393,PACIFIC HOME CARE,90745,1164663746,55G248,1999-02-23
"Margaret's Villa, Inc.",23052 Dune Mear Rd,Lake Forest,ORANGE,060002158,ROBIN DALE HOME,92630,1790875441,55G483,2003-07-24
"Villa de Martin Jude Homes, Inc.",320 S Archer St,Anaheim,ORANGE,630003381,ARCHER 2 HOUSE,92804,1194808261,55G529,2005-09-30
BrightSpring,2757 Sula Way,San Diego,SAN DIEGO,630011646,SULA WAY,92139,1659506012,55G623,2008-12-31
"North Valley Developmental Services, Inc.",3438 Showboat Ct,Redding,SHASTA,230000686,NVDS - SHOWBOAT,96003,1265588677,55G221,1998-08-03
Anthony and Josefina Kautzman,21310 Ravenna Ave,Carson,LOS ANGELES,960001911,FELIZ HEALTH CARE CENTER II,90745,1033376561,05G930,1995-09-24
"Serra Residential Center, Inc.",4253 San Juan Avenue,Fremont,ALAMEDA,020001052,SERRA CENTER SAN JUAN HOME,94536,1982740783,55G002,1996-03-14
"Harris Care Centers, Inc.",1429 E Lambda Pl,Anaheim,ORANGE,060002271,LOMITA PLACE HOME ICF/DD-H,92805,1285722876,55G525,2004-11-22
BrightSpring,1755 Potomac Ave,Ventura,VENTURA,050000990,POTOMAC COMMUNITY HOME,93004,1659407054,05G824,1994-09-06
Granada Hills Care Homes,11014 Monogram Ave,Granada Hills,LOS ANGELES,630017287,GRANADA HILLS CARE HOMES,91344,1245770676,55G784,2019-02-06
"GSM Healthcare Services, LLC",15125 Gale Ave,Hacienda Heights,LOS ANGELES,960000947,HELEN EVANS HOME,91745,1821218306,05G039,
"Bethesda Lutheran Communities, Inc.",1186 N Mathew St,Porterville,TULARE,120001435,BETHESDA LUTHERAN COMMUNITIES-MATHEW,93257,1417010604,05G979,
Peppermint Ridge,779 Ford St,Corona,RIVERSIDE,250000622,GARRISON HOUSE,92879,1689896813,55G714,1988-03-18
"Canyon Homes, Inc.",8611 Wentworth St,Sunland,LOS ANGELES,960002096,CANYON HOME II,91040,1013063841,55G118,1997-04-25
EPIPHANY CARE HOMES INC,994 Phoenix Avenue,Ventura,VENTURA,050001180,STARFISH HOME,93004,1144357252,55G092,1996-08-05
BrightSpring,1574 Lillian Ln,Highland,SAN BERNARDINO,240001000,LILLIAN HOUSE,92346,1487781753,05G528,1991-03-20
"Harmony Homes, Inc.",5409 W Robinson Ave,Fresno,FRESNO,630005941,GOETHE HOUSE,93722,1083081954,55G755,2006-08-03
"GSM Healthcare Services, LLC",15122 Walbrook Dr,Hacienda Heights,LOS ANGELES,630011902,WALBROOK HOUSE,91745,1881821924,55G632,2009-01-14
"Independent Options, Inc.",2500 Christopher Ln,Costa Mesa,ORANGE,060001076,"INDEPENDENT OPTIONS, INC. CHRISTOPHER HOUSE",92626,1851463483,05G563,1991-08-30
Kelly and Scott's Care Home,2212 5th Dr,Delano,KERN,120001177,KELLY & SCOTT'S CARE HOME,93215,1184759227,55G041,1996-10-15
"My Home, Inc.",1639 Manzanita Ave,Santa Rosa,SONOMA,010000799,MY HOME,95404,1770620734,55G029,1996-09-24
Jonbec Care Incorporated,1528 Stillman Ave,Redlands,SAN BERNARDINO,240000996,STILLMAN HOUSE,92374,1922149509,05G564,1992-02-11
"Casa Health Care, Inc.",1372 N 2nd Ave,Upland,SAN BERNARDINO,240001684,CASA #1,91786,1366578668,55G214,1998-06-30
Yolanda Ruiz,627 Larchmont Dr,Daly City,SAN MATEO,220001122,LARCHMONT HOME,94015,1043482862,55G411,2001-03-08
"RichRon, Inc.",1429 Greenberry Dr,La Puente,LOS ANGELES,960002757,RCN PEDIATRIC CARE III,91744,1922289644,55G463,2002-03-02
Marna Carli,5577 Carli Ct,Paradise,BUTTE,230000700,THE ALPINE HOME III,95969,1013927102,55G230,1998-12-17
"Our House Residential Care, Inc.",2701 Westgate Dr,Madera,MADERA,040001408,OUR HOUSE WESTBERRY,93637,1881759348,55G498,2004-07-29
"Angel View, Inc.",66415 Buena Vista Ave,Desert Hot Springs,RIVERSIDE,630012729,JACKIE LEE AND JIM HOUSTON HOUSE,92240,1821234774,55G667,2010-11-18
Najay Service Corporation,14957 Cliffrose Ct,Moreno Valley,RIVERSIDE,250000726,NEW IDEALS/CLIFFROSE HOUSE,92553,1033294434,05G446,1990-01-01
Jonbec Care Incorporated,1930 Gould St,Loma Linda,SAN BERNARDINO,240000129,TWELVE OAKS DIVISION,92354,1720128309,05G140,1984-11-19
Mountain Shadows Support Group,2067 W El Norte Pkwy,Escondido,SAN DIEGO,090000134,MOUNTAIN SHADOWS COMMUNITY HOMES - OLIVE,92026,1396894291,05G184,1985-08-28
Provident Place,13943 Trigger Ln,Victorville,SAN BERNARDINO,240001692,CHESHIRE,92392,1245385889,55G215,1998-08-06
"Harmony Homes, Inc.",5288 W Ramona Ave,Fresno,FRESNO,040000833,CLAREMY HOUSE,93722,1942527023,05G701,1993-08-03
"North Valley Developmental Services, Inc.",2905 Valentine Ln,Redding,SHASTA,230000468,"NVDS, INC - VALENTINE HOUSE",96001,1780658252,05G642,1993-03-03
"Bright Expectations, Inc.",7910 Lakeside Dr,Riverside,RIVERSIDE,250001475,LAKESIDE DIVISION,92509,1164697199,05G963,1995-12-22
"Positive Directions, Inc.",1031 Kala Loop,Mc Farland,KERN,120000662,"POSITIVE DIRECTIONS, INC. #4",93250,1255454633,05G611,1992-07-07
"Jan &amp; Gail's Care Homes, Inc.",605 S Aronian St,Tulare,TULARE,120001566,JAN & GAIL'S CARE HOME 4,93274,1225165053,55G390,2001-06-26
"Angel View, Inc.",60950 Sunburst Dr,Joshua Tree,SAN BERNARDINO,240001446,GLENDA SHAKLEE HOUSE,92252,1295872067,05G935,1995-11-16
BrightSpring,5996 Butler Road,Penryn,PLACER,100000524,CASA DEL MAR #4,95663,1700913985,05G245,1987-02-26
Peppermint Ridge,4289 Shoalcreek Dr,Corona,RIVERSIDE,630012512,PEPPERMINT RIDGE - DUDLEY HOME,92883,1942532262,55G652,2010-05-13
BrightSpring,846 Buen Tiempo Dr,Chula Vista,SAN DIEGO,630010893,BUEN TIEMPO DRIVE,91910,1982839320,55G612,2008-07-31
BrightSpring,1603 W Cris Ave,Anaheim,ORANGE,060001575,CRIS AVENUE HOME,92802,1538295993,55G167,1997-12-19
National Mentor Healthcare LLC,6062 N Knoll Ave,Fresno,FRESNO,040000920,"LOYD'S LIBERTY HOMES, INC. - NORTH KNOLL",93711,1366658726,05G837,1995-01-13
B &amp; M Inc.,3271 Susan Dr,San Bruno,SAN MATEO,220001162,SUSAN MANOR ICF/DD-H,94066,1962627885,55G468,2002-10-30
"Angel View, Inc.",66863 Flora Ave,Desert Hot Springs,RIVERSIDE,250001618,ROBERT & MARIAN KUSTER HOUSE,92240,1477690238,55G671,1997-05-09
BrightSpring,1805 White Oak Dr,Yuba City,SUTTER,230000605,RCCA - WHITE OAKS,95991,1568598480,55G088,1996-10-03
Henry J. & Susan G. Martinez,15803 Foster Rd,La Mirada,LOS ANGELES,960002347,G M HOME III,90638,1508074717,55G349,1999-04-24
BrightSpring,833 Fairway Ct,Chula Vista,SAN DIEGO,630010892,FAIRWAY COURT,91911,1922233469,55G605,2008-06-18
BrightSpring,1414 E Elm St,Anaheim,ORANGE,060001574,ELM STREET HOME,92805,1467588822,55G175,1998-01-09
Alma Medina,1730 142nd Avenue,San Leandro,ALAMEDA,020001252,VESTAL HOUSE ICF/DD-H,94578,1730396128,55G396,
Ability Pathways Incorporated,1318 W Harvard Pl,Ontario,SAN BERNARDINO,240001851,HARVARD DIVISION,91762,1164606380,55G398,2001-08-30
"Positive Directions, Inc.",417 Alhambra Ave,Delano,KERN,120000663,"POSITIVE DIRECTIONS, INC. #5",93215,1649493297,05G613,1992-07-06
Dumolin Service Corporation,3825 Douglas Dr,Santa Rosa,SONOMA,010000673,DOUGLAS HOUSE,95405,1902839962,05G708,1993-09-29
BrightSpring,2525 Delmar Avenue,Penryn,PLACER,100000175,CASA DEL MAR #2,95663,1083741250,05G179,1985-08-12
Jonbec Care Incorporated,1695 Rosena Ave,Loma Linda,SAN BERNARDINO,240000128,TARA DIVISION,92354,1174662787,05G139,1984-01-19
BrightSpring,988 The Pike,Arroyo Grande,SAN LUIS OBISPO,050001343,"PIKE, THE",93420,1033246681,55G303,1999-08-05
"Pilar M. De Castro &amp; Co., Inc.",8419 Mango Way,Buena Park,ORANGE,060001466,MANGO HOUSE,90620,1316021942,55G050,1995-06-05
BrightSpring,1010 Occidental Dr,Claremont,LOS ANGELES,960002310,OCCIDENTAL HOME,91711,1962530220,55G423,1999-05-13
BrightSpring,200 W Paramount St,Azusa,LOS ANGELES,960000907,EDGEWOOD CENTER,91702,1467587899,05G019,1963-11-30
"Bethesda Lutheran Communities, Inc.",898 N Dewitt Ave,Clovis,FRESNO,040000648,BETHESDA LUTHERAN COMMUNITIES - DEWITT,93611,1417010604,55G200,1991-05-10
"T.E.R.I., Inc.",6433 Flamenco St,Carlsbad,SAN DIEGO,090000123,LA COSTA HOUSE,92009,1962488007,05G952,
"Mother of Mercy Homes, Inc.",3409 E Hilltonia Dr,West Covina,LOS ANGELES,630006141,OUR LADY OF MERCY HOME,91792,1154590495,55G588,2006-07-10
"Janray Home, Inc.",12921 Biola Ave,La Mirada,LOS ANGELES,960001896,JANRAY,90638,1154519015,55G070,1995-11-09
Charlex Corporation U.S.A.,16837 Daryl Avenue,San Lorenzo,ALAMEDA,020000681,SUNSHINE ICF/DDH #6,94580,1194917187,05G424,1989-10-18
"R &amp; D Home Care, Inc.",16221 S Menlo Ave,Gardena,LOS ANGELES,960001603,R & D HOME CARE,90247,1770791980,05G646,1992-11-24
"Zuha Homes, Inc.",540 Fernshaw Dr,La Verne,LOS ANGELES,960001316,PALM HOUSE,91750,1346399276,05G546,1991-08-14
"Elizabeth G. Santos, Inc.",6288 San Ricardo Way,Buena Park,ORANGE,060001309,ELIZABETH HOMES II,90620,1437241692,05G841,1994-10-18
Divine Family Care LLC,8194 Sunrise Blvd.,Citrus Heights,SACRAMENTO,630016792,DIVINE FAMILY CARE LLC,95610,1891107231,55G776,2018-07-05
"Independent Options, Inc.",512 Diamond Rd,Placentia,ORANGE,060000518,"INDEPENDENT OPTIONS, INC. DIAMOND HOUSE",92870,1851463483,05G230,1986-10-23
Jonbec Care Incorporated,"13131 6th Pl, Unit 1",Yucaipa,SAN BERNARDINO,240000647,BLANDFORD HOUSE,92399,1932249406,05G338,1988-09-09
"Independent Options, Inc.",2516 Mark Ln,Costa Mesa,ORANGE,060001077,"INDEPENDENT OPTIONS, INC. MARK LANE II",92626,1851463483,05G562,1991-08-30
Mountain Shadows Support Group,2067 W El Norte Pkwy,Escondido,SAN DIEGO,090000318,MOUNTAIN SHADOWS COMMUNITY HOMES - ORANGE,92026,1982729133,05G259,
Valley Village,9258 Hayvenhurst Ave,North Hills,LOS ANGELES,960001204,VALLEY VILLAGE HAYVENHURST HOUSE,91343,1609927136,55G193,
"Loop Care, Inc.",522 E 157th Street,Gardena,LOS ANGELES,630010241,BIXBY KNOLL PLACE II,90248,1942464623,55G613,2007-08-01
"Bethesda Lutheran Communities, Inc.",26372 Papagayo Dr,Mission Viejo,ORANGE,060001519,BETHESDA LUTHERAN COMMUNITIES - PAPAGAYO,92691,1417010604,55G043,1996-10-29
"Harbor Health Care, Inc.",13640 Clark Ave,Bellflower,LOS ANGELES,960001506,GABLE DIVISION,90706,1427186725,05G607,1992-06-10
Gerardo & Evelyn Pascual,617 S Sentous Ave,West Covina,LOS ANGELES,960002280,GERELYN PEDIATRIC CARE,91792,1679757595,55G212,1998-07-21
"Mirajoy Residential Care Facilities, Inc.",23711 Prospect Valley Dr,Diamond Bar,LOS ANGELES,960001910,MIRAJOY HOME I,91765,1114196631,05G940,1995-07-18
Todd and Renee Brown,17001 Saga Dr,Yorba Linda,ORANGE,060002270,LIGHTHOUSE ICF/DD-N,92886,1972609998,55G511,2004-11-08
"Angel View, Inc.",66811 4th St,Desert Hot Springs,RIVERSIDE,250001675,THE HELENE KALFUSS HOUSE,92240,1093852899,55G206,1998-05-29
"Zuha Homes, Inc.",13881 Cobblestone Ct,Fontana,SAN BERNARDINO,630014853,COBBLESTONE HOUSE,92335,1295151710,55G725,2014-07-23
Valley Village,22439 Marlin Pl,West Hills,LOS ANGELES,960001443,VALLEY VILLAGE MARLIN HOUSE,91307,1477604155,05G273,1993-03-04
"Crossroads Living Center, Inc.",880 Alexander Dr,Dixon,SOLANO,010000864,CROSSROADS II,95620,1669667861,55G132,1997-09-19
United Cerebral Palsy/Spastic Children's Foundation of Los Angeles & VTA,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,960000897,UCP/SCF ICF/DD-N NEWPORT HOUSE,91311,1558513044,05G237,1986-12-02
Ability Pathways Incorporated,10528 Crockett St,Sun Valley,LOS ANGELES,960002687,CROCKETT DIVISION,91352,1093843088,55G395,
"Bright Expectations, Inc.",5523 Jones Ave,Riverside,RIVERSIDE,250001337,JONES DIVISION,92505,1760600969,05G828,1994-09-22
BrightSpring,1701 Joanne Way,Oxnard,VENTURA,050000929,JOANNE COMMUNITY HOME,93030,1821124793,05G731,1993-11-08
CARING CONCERN RESIDENTIAL HOMES INC A CALIFORNIA CORPORATION,385 Dana Point Ave,Ventura,VENTURA,630010001,CARING CONCERN RESIDENTIAL HOMES INC - DANA POINT,93004,1851587224,05G545,2006-06-26
"Lifehouse, Inc.",48 Golden Hinde Blvd,San Rafael,MARIN,010000976,SUNRISE II,94903,1528225455,05G813,
BrightSpring,8141 Chimango Way,Antelope,SACRAMENTO,100001498,RCCA - CHIMANGO,95843,1447386362,55G138,1997-03-12
"Jasmine Centers, Inc.",4915 Berryman Ave,Culver City,LOS ANGELES,960000985,BERRYMAN HOUSE,90230,1346458569,05G290,1988-02-11
"LRC Homes, Inc.",24821 Argus Dr,Mission Viejo,ORANGE,060001688,ARGUS HOME,92691,1588730881,55G334,2000-04-03
"James Court Manor, Inc.",1316 James Ct,San Mateo,SAN MATEO,220000933,JAMES COURT MANOR INC.,94401,1730351545,55G181,1997-09-10
Home of Guiding Hands Corporation,10835 Greencastle St,Santee,SAN DIEGO,090001030,CASTILLO VERDE,92071,1750343778,05G627,1992-12-24
"Bethesda Lutheran Communities, Inc.",25552 Charlemagne,Laguna Hills,ORANGE,060000076,BETHESDA LUTHERAN COMMUNITIES - CHARLEMAGNE,92653,1417010604,05G199,1985-11-12
"Independent Options, Inc.",1501 Kiowa Crest Dr,Diamond Bar,LOS ANGELES,960001228,"INDEPENDENT OPTIONS, INC., KIOWA CREST HOUSE",91765,1851463483,05G498,1991-02-15
"Therapeutic Living Centers for the Blind, Inc.",20619 Devonshire St,Chatsworth,LOS ANGELES,960001678,TLC - DEVONSHIRE HOUSE,91311,1609085430,05G896,1995-03-16
New Horizon Integrated Care ICF DD-H Home Inc.,2660 W Trojan Pl,Anaheim,ORANGE,060001558,NEW HORIZON INTEGRATED CARE - TROJAN,92804,1164501912,55G131,1997-07-25
